subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grlsN4PGDWWW,1,2014-12,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsN4PGDWWW,2,2015-12,Moderate,Less than once/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsN4RK7ERR,0,2013-03,Very active,More than once a day,30-60 minutes,Brisk,0,0,0,all of the above,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsN4RK7ERR,1,2014-02,Moderate,More than once a day,30-60 minutes,Brisk,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsN4RK7ERR,2,2015-02,Moderate,More than once a day,30-60 minutes,Brisk,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsN4YA0O33,0,2014-05,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Occasionally
grlsN4YA0O33,1,2015-06,Moderate,Never,,,0,0,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Less than once/month,Occasionally
grlsN4YA0O33,2,2016-06,Moderate,Less than once/month,Less than 10 minutes,Slow,0,0,1,,0,,,,Occasionally
grlsN5BRDKGG,0,2014-07,Very active,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsN5BRDKGG,1,2015-12,Very active,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsN5BRDKGG,2,2017-01,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN5DLQZ66,0,2012-10,Moderate,Once/day,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsN5DLQZ66,1,2014-05,Little,Once/day,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsN5DLQZ66,2,2015-04,Little,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN6FF3KK,0,2014-11,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN6FF3KK,1,2015-11,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsN717FOBB,0,2014-05,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN717FOBB,1,2015-08,Very active,More than once a day,30-60 minutes,Average,1,1,1,,0,,,,Occasionally
grlsN717FOBB,2,2016-07,Very active,More than once a day,30-60 minutes,Average,0,1,1,,0,,,,Occasionally
grlsN7MND00,0,2014-07,Moderate,More than once a day,Less than 10 minutes,Average,1,0,0,,0,,,,Frequently
grlsN7MND00,1,2015-11,Very active,More than once a day,30-60 minutes,Brisk,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsN7MND00,2,2016-11,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsN8M0UZOO,0,2013-11,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsN8M0UZOO,1,2014-12,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsN8M0UZOO,2,2016-02,Moderate,Once or twice/week,Less than 10 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsN9LGP8BB,0,2013-05,Very active,Less than once/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsN9LGP8BB,1,2014-03,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsN9USH9SS,0,2014-09,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN9USH9SS,1,2015-09,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN9USH9SS,2,2016-09,Moderate,Less than once/week,Less than 10 minutes,Slow,0,1,0,,0,,,,Never
grlsNAR05OO,0,2014-07,Very active,More than once a day,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsNAR05OO,1,2015-07,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNAR05OO,2,2016-06,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNB7KM6WW,0,2015-01,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsNB7KM6WW,1,2016-02,Moderate,Less than once/month,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNB7KM6WW,2,2017-02,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNBLQTCVV,0,2014-12,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNBLQTCVV,1,2015-12,Very active,Less than once/week,30-60 minutes,Jog,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNBLQTCVV,2,2016-12,Very active,Less than once/week,30-60 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNCBOMVQQ,0,2014-12,Very active,Once/day,10-30 minutes,Jog,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsNCBOMVQQ,1,2016-01,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsNCBOMVQQ,2,2016-12,Moderate,Once or twice/week,Less than 10 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Frequently
grlsNCXK27MM,0,2014-08,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNCXK27MM,1,2015-09,Very active,Never,,,0,0,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNCXK27MM,2,2016-09,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNDJYYR,0,2013-06,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Frequently
grlsNDJYYR,1,2015-01,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNDJYYR,2,2015-06,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Less than once/week,Frequently
grlsNDQY5Y55,0,2013-05,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsNDQY5Y55,1,2014-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNDQY5Y55,2,2015-06,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNE16VP22,0,2013-02,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNE16VP22,1,2014-01,Very active,Once/day,Less than 10 minutes,Average,1,1,0,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNE16VP22,2,2015-01,Very active,Less than once/month,Less than 10 minutes,Brisk,1,0,0,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNEYPD6,0,2013-08,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Never
grlsNEYPD6,1,2014-10,Moderate,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grlsNEYPD6,2,2015-09,Moderate,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Never
grlsNF0KBEHH,0,2015-01,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsNF0KBEHH,1,2016-01,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsNF0KBEHH,2,2017-01,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsNFKUM6GG,0,2014-03,Very active,Once or twice/week,30-60 minutes,Run,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNFPSIPP,0,2013-11,Very active,Once/day,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsNFPSIPP,1,2014-10,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNFPSIPP,2,2016-01,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Occasionally
grlsNFRXOK00,0,2013-02,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNFRXOK00,1,2014-03,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsNFRXOK00,2,2015-06,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsNG8DLWBB,0,2014-03,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNG8DLWBB,2,2016-06,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNGGIOICC,0,2015-01,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsNGGIOICC,1,2016-01,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsNGNUZ033,0,2014-11,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNGNUZ033,1,2015-11,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNGNUZ033,2,2016-11,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsNGV9RZOO,0,2014-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsNGV9RZOO,1,2015-03,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsNGV9RZOO,2,2016-03,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsNHFVIJ33,0,2013-07,Moderate,Never,,,0,0,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Never
grlsNHFVIJ33,1,2014-10,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Never
grlsNHFVIJ33,2,2015-07,Moderate,Never,,,0,0,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Never
grlsNI858BQQ,0,2014-09,Very active,More than once a day,Greater than 60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsNI858BQQ,1,2015-09,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Never
grlsNI858BQQ,2,2016-09,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNIYMY1TT,0,2014-12,Very active,Once/day,30-60 minutes,Run,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNIYMY1TT,1,2015-12,Very active,Once/day,Greater than 60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNIYMY1TT,2,2016-12,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNJ3YMTMM,0,2014-03,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNJ3YMTMM,1,2015-05,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNJ3YMTMM,2,2016-06,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNJEU1XDD,0,2014-06,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNJEU1XDD,1,2015-07,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNJEU1XDD,2,2016-07,Very active,Less than once/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNJI7TZPP,0,2014-05,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNJI7TZPP,1,2015-08,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNJI7TZPP,2,2016-08,Moderate,More than once a day,30-60 minutes,Brisk,1,1,0,,0,,,,Occasionally
grlsNJN1N711,0,2013-12,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNJN1N711,1,2015-01,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsNJN1N711,2,2016-02,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsNKM3EIZZ,0,2013-10,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsNKM3EIZZ,1,2015-03,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsNKM3EIZZ,2,2016-03,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsNKMG0U88,0,2014-08,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsNKMG0U88,1,2015-10,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsNKMG0U88,2,2016-10,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsNLA1YVWW,0,2014-06,Very active,More than once a day,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsNLA1YVWW,1,2015-10,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsNLA1YVWW,2,2016-10,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNLCY6W88,0,2014-05,Moderate,Once or twice/week,30-60 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNLCY6W88,1,2015-04,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsNLCY6W88,2,2016-04,Moderate,Less than once/week,Less than 10 minutes,Average,0,0,1,,0,,,,Frequently
grlsNMMFFPTT,0,2013-03,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNMRWLTHH,0,2015-01,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNMRWLTHH,1,2015-11,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNMRWLTHH,2,2017-01,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsNOO8MWLL,0,2014-12,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsNOO8MWLL,1,2016-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsNORN15AA,0,2014-07,Very active,Once/day,10-30 minutes,Average,1,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsNP2GOS33,0,2014-04,Moderate,More than once a day,30-60 minutes,Average,1,1,1,,0,,,,Frequently
grlsNP2GOS33,1,2015-06,Moderate,Once or twice/week,30-60 minutes,Average,0,1,1,,0,,,,Frequently
grlsNP2GOS33,2,2016-07,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsNPCJ5533,0,2013-02,Very active,Once/day,Less than 10 minutes,Average,1,1,0,,0,,,,Occasionally
grlsNPCJ5533,1,2014-06,Moderate,Once/day,Less than 10 minutes,Brisk,1,0,0,,0,,,,Occasionally
grlsNPCJ5533,2,2015-02,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsNPGJX8WW,0,2014-01,Very active,More than once a day,Greater than 60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNPGJX8WW,1,2015-02,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsNPGJX8WW,2,2016-02,Very active,More than once a day,30-60 minutes,Jog,0,1,0,,0,,,,Frequently
grlsNPL2E4KK,0,2015-01,Moderate,Never,,,0,0,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grlsNPL2E4KK,1,2016-04,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsNPNE07BB,0,2013-04,Very active,Once or twice/week,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsNPNE07BB,1,2014-10,Very active,Less than once/week,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsNPPTHR66,0,2014-06,Moderate,Less than once/week,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsNPPTHR66,1,2015-07,Moderate,Once/day,Less than 10 minutes,Average,1,0,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsNPPTHR66,2,2016-06,Little,Once/day,10-30 minutes,Average,1,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsNQJFUC77,0,2014-03,Very active,More than once a day,30-60 minutes,Jog,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
